NutNet_Litter_Bag_No,String,Init_Litter_Mass_g,Site_Text,Trt,Date_Sent,Date_Deployed,Collection_Date,Lab_Arrival_Date,Days_Since_Deployment,Fin_Litter_Mass_g,Prop_Init_Mass,Notes,Carbon_Perc,Nitrogen_perc,Carbon_Rerun_Perc,Nitrogen_Rerun_Perc,Carbon_Used_Perc,Nitrogen_Used_Perc,Init_Crucible_Mass_g,Crucible_Plus_Sample_g,Ashed_Crucible_Sample_g,Initial_Ashed_Sample_Mass_g,Ash_Mass_g,Perc_AFDM,Perc_C_pred_from_AFDM,Init_C_Mass_g,Plot,Fin_C_Mass_g,Prop_Init_C_Mass,Yrs_Since_Deployment,Harvest_No,Init_N_Mass_g,Fin_N_Mass_g,Prop_Init_N_Mass,
4997,20,10.001,Bogong High Plains ,K,11/25/09,1/20/10,1/18/12,3/13/12,728,6.67,0.6669,Six small holes in bag - each approximately 1cm diameter,46.193,1.534,,,46.193,1.534,17.597,18.073,17.658,0.476,0.061,87.18487395,44.51230414,4.83728368,20,3.0810731,0.636942818,1.995,2,0.09270927,0.1023178,1.103641524,
4998,21,10.001,Bogong High Plains ,Control,11/25/09,1/20/10,1/18/12,3/13/12,728,6.66,0.6659,,48.254,1.348,,,48.254,1.348,16.836,17.225,16.859,0.389,0.023,94.0874036,47.97697161,4.83728368,21,3.2137164,0.664363848,1.995,2,0.09270927,0.0897768,0.968369182,
5006,22,9.993,Bogong High Plains ,N,11/25/09,1/20/10,1/18/12,3/13/12,728,6.33,0.6334,,48.445,1.542,,,48.445,1.542,17.552,17.953,17.579,0.401,0.027,93.26683292,47.56509297,4.83341424,22,3.0665685,0.634451828,1.995,2,0.09263511,0.0976086,1.053689039,
5013,23,9.998,Bogong High Plains ,NPK,11/25/09,1/20/10,1/18/12,3/13/12,728,6.06,0.6061,,49.097,1.476,,,49.097,1.476,17.25,17.602,17.268,0.352,0.018,94.88636364,48.37800297,4.83583264,23,2.9752782,0.615256652,1.995,2,0.09268146,0.0894456,0.965086221,
5024,24,10,Bogong High Plains ,K,11/25/09,1/20/10,1/18/12,3/13/12,728,6.69,0.669,,48.232,1.433,,,48.232,1.433,17.229,17.601,17.255,0.372,0.026,93.01075269,47.43655562,4.8368,24,3.2267208,0.667118922,1.995,2,0.0927,0.0958677,1.034171521,
5031,25,10.003,Bogong High Plains ,NP,11/25/09,1/20/10,1/18/12,3/13/12,728,6.07,0.6068,,47.145,1.614,,,47.145,1.614,17.289,17.729,17.327,0.44,0.038,91.36363636,46.60979925,4.83825104,25,2.8617015,0.591474373,1.995,2,0.09272781,0.0979698,1.056530937,
5038,26,10.003,Bogong High Plains ,Fence,11/25/09,1/20/10,1/18/12,3/13/12,728,6.8,0.6798,,46.925,1.521,,,46.925,1.521,17.805,18.184,17.833,0.379,0.028,92.6121372,47.23647389,4.83825104,26,3.1909,0.659515179,1.995,2,0.09272781,0.103428,1.115393537,
5041,27,9.998,Bogong High Plains ,P,11/25/09,1/20/10,1/18/12,3/13/12,728,6.5,0.6501,,46.896,1.311,,,46.896,1.311,17.225,17.597,17.254,0.372,0.029,92.20430108,47.03176393,4.83583264,27,3.04824,0.630344395,1.995,2,0.09268146,0.085215,0.919439551,
5053,28,10.003,Bogong High Plains ,NPK+Fence,11/25/09,1/20/10,1/18/12,3/13/12,728,6.2,0.6198,,48.678,1.472,,,48.678,1.472,17.204,17.56,17.229,0.356,0.025,92.97752809,47.41987881,4.83825104,28,3.018036,0.623786566,1.995,2,0.09272781,0.091264,0.984213905,
5055,29,10.007,Bogong High Plains ,PK,11/25/09,1/20/10,1/18/12,3/13/12,728,6.4,0.6396,,48.697,1.363,,,48.697,1.363,17.241,17.576,17.262,0.335,0.021,93.73134328,47.79825009,4.84018576,29,3.116608,0.64390256,1.995,2,0.09276489,0.087232,0.940355775,
5062,30,9.995,Bogong High Plains ,NK,11/25/09,1/20/10,1/18/12,3/13/12,728,6.34,0.6343,,48.095,1.671,,,48.095,1.671,17.444,17.804,17.47,0.36,0.026,92.77777778,47.3196158,4.8343816,30,3.049223,0.630736928,1.995,2,0.09265365,0.1059414,1.143413131,
4859,1,9.997,Bogong High Plains ,N,11/25/09,1/20/10,1/16/13,2/28/13,1092,6.31,0.6312,Small hole in bag ~2x3cm. White fertlizer residue ,43.418,1.761,,,43.418,1.761,17.146,17.58,17.193,0.434,0.047,89.17050691,45.50897613,4.83534896,1,2.7396758,0.566593192,2.992,3,0.09267219,0.1111191,1.19905551,
4869,2,9.994,Bogong High Plains ,PK,11/25/09,1/20/10,1/16/13,2/28/13,1092,5.02,0.5023,,46.512,1.41,,,46.512,1.41,17.285,17.568,17.304,0.283,0.019,93.28621908,47.57482369,4.83389792,2,2.3349024,0.483026832,2.992,3,0.09264438,0.070782,0.764018282,
